Country Name,Country Code,Indicator Name,Indicator Code,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Kosovo,XKX,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,51.22688939,51.32017247,51.30610338,51.26254173,51.19060898,51.0594887,50.92365134,50.78348538,50.64118187,50.49590603,50.34413348,50.18297982,50.01029253,49.91880347,49.91459701,49.90947983,49.90142361,49.89267373,49.88641835,49.88080842,49.87625456,49.87239597,49.86179429,49.84425475,49.83623685
"Yemen, Rep.",YEM,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.36692987,50.3910116,50.41435527,50.43723816,50.45994149,50.4816656,50.5027201,50.52251404,50.53901208,50.55363288,50.56887555,50.58269203,50.59416958,50.60524557,50.61553252,50.62555213,50.63510997,50.63431071,50.62565754,50.61696444,50.59661396,50.57131983,50.55431714,50.53851626,50.51903138
South Africa,ZAF,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.33360906,47.4003671,47.4681194,47.52898991,47.58930025,47.65790812,47.73158438,47.80631765,47.8791781,47.94795969,48.01285105,48.07414403,48.13661297,48.20233652,48.26676841,48.32814823,48.42116282,48.59899073,48.59457632,48.489906,48.52201972,48.5615048,48.60518262,48.65046461,48.69947241
Zambia,ZMB,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.08685688,48.10749926,48.15191096,48.22996824,48.31364634,48.39363412,48.47690033,48.57139769,48.6769443,48.78477977,48.88844334,48.98140401,49.05637914,49.10414506,49.13972911,49.17390746,49.20881219,49.23821241,49.26400728,49.28839972,49.30908702,49.32623348,49.338301,49.34495105,49.34460171
Zimbabwe,ZWE,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,47.5625292,47.54708208,47.50113142,47.46046882,47.42842591,47.38763255,47.32409601,47.23143282,47.19096321,47.1664345,47.10606806,47.0495457,46.99589268,46.93852232,46.91781155,46.94167397,46.97129055,47.00011028,47.02689545,47.0516133,47.07623824,47.09979571,47.13067911,47.16715341,47.21413885
Aruba,ABW,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.79064667,51.86089079,51.92871012,52.02059741,52.11427202,52.18282435,52.25251229,52.29935544,52.31470828,52.31694339,52.32050288,52.33137121,52.30563778,52.30629492,52.37386399,52.44265163,52.51558971,52.58927458,52.65747468,52.7233756,52.78779185,52.84943913,52.89018155,52.87364953,52.86485979
Afghanistan,AFG,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.84332021,49.81110009,49.77511109,49.74020541,49.70441789,49.66916507,49.63508475,49.60465059,49.57954944,49.55098194,49.52546049,49.50585728,49.48370808,49.467665,49.45557706,49.44210287,49.43213471,49.42318425,49.41460825,49.41928409,49.43720878,49.45548523,49.4709438,49.48840461,49.50872225
Angola,AGO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.8439653,50.85715215,50.86787521,50.87529875,50.87988283,50.86881499,50.84948292,50.82919048,50.80948442,50.79069583,50.77099246,50.75144149,50.73376195,50.7168214,50.70110748,50.68626223,50.67163166,50.6574955,50.64209786,50.62571859,50.61161462,50.59887948,50.58855791,50.58079444,50.57244254
Albania,ALB,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.29300703,50.37113576,50.42169741,50.43940092,50.42558934,50.38569462,50.32782368,50.26016987,50.18860373,50.11404248,50.04006181,49.97329845,49.91753618,49.87699326,49.85220558,49.84059655,49.83769645,49.84241006,49.85656336,49.87853182,49.90606577,49.93933295,49.98805309,50.04904176,50.11773829
Andorra,AND,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,47.80014113,47.96588226,48.12926457,48.1701563,48.09665627,48.00357206,47.90142072,47.78768822,47.85779285,48.14374168,48.47018605,48.8341548,49.23446916,49.44945938,49.46559081,49.49626578,49.52876949,49.55955733,49.50785773,49.37362027,49.24879688,49.12303682,49.01415701,48.93210517,48.9050912
United Arab Emirates,ARE,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,31.97440716,31.81801306,31.68364865,31.56689339,31.46520514,31.37471833,31.29133289,30.9642646,30.0241031,28.8037511,27.81590528,27.20542789,27.19691442,27.57489763,27.93540288,28.28113883,28.61239271,28.9276014,29.22530729,29.50731868,29.77885857,30.04718912,30.27709162,30.46517699,30.64659958
Argentina,ARG,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.69953119,50.69301908,50.686905,50.6833488,50.68320657,50.67761871,50.66564783,50.65549326,50.64422945,50.63365131,50.62282102,50.6066536,50.58776345,50.56959245,50.55678744,50.54740971,50.53488163,50.52294926,50.51360095,50.50337517,50.49497681,50.49030607,50.49075149,50.49373652,50.49338702
Armenia,ARM,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,52.61866041,52.69473461,52.77635668,52.85680499,52.95231587,53.06173402,53.16179265,53.26484964,53.38108288,53.50165574,53.62340749,53.74790507,53.87186543,53.99170222,54.09438101,54.18767244,54.28439443,54.38295418,54.48558623,54.59120039,54.69881268,54.80510898,54.89352041,54.97991024,55.04071435
American Samoa,ASM,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.9903362,49.02246762,49.06749098,49.1204307,49.17407223,49.22421084,49.26942699,49.30659867,49.34109823,49.38013231,49.42835161,49.49969295,49.57063939,49.62437857,49.68802965,49.75752429,49.82476971,49.89292945,49.96828417,50.06166225,50.16107715,50.26520995,50.37563056,50.50738315,50.59291216
Antigua and Barbuda,ATG,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,52.76552941,52.88332588,52.9584971,52.98563275,52.97493361,52.9349984,52.89139991,52.84778825,52.80301626,52.75799844,52.71167914,52.66756571,52.62500729,52.56373301,52.49218697,52.43228584,52.38692904,52.35320933,52.32542732,52.3030323,52.28865169,52.27699556,52.2619356,52.25222326,52.23915617
Australia,AUS,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.33295134,50.35605226,50.3750428,50.3825434,50.3776165,50.37091986,50.36210187,50.34947174,50.32964724,50.29578757,50.25275236,50.22257624,50.2193498,50.2281698,50.23671901,50.2574358,50.29491581,50.33736442,50.37283276,50.39206462,50.39821083,50.39304859,50.37714962,50.35799615,50.34518117
Austria,AUT,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.70656162,51.67527449,51.63466921,51.5768022,51.51346851,51.47110185,51.43490866,51.38924915,51.35609233,51.34426446,51.33490868,51.31914608,51.30426558,51.2783988,51.23460239,51.1839146,51.11465322,50.9812239,50.86731085,50.83277105,50.81956217,50.81106404,50.79747731,50.78378567,50.76738746
Azerbaijan,AZE,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.97581275,51.98769998,51.92969471,51.8596,51.78840455,51.71718826,51.62302873,51.50440082,51.38391664,51.26199947,51.13844957,51.05075558,50.99793206,50.94416997,50.89285037,50.84354034,50.79556513,50.75276677,50.72044119,50.69507059,50.6684152,50.63796615,50.62999328,50.65226464,50.65831737
Burundi,BDI,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.79191893,50.77557612,50.76650466,50.76060256,50.74846539,50.72730098,50.69867324,50.67004797,50.64261921,50.61282437,50.58313438,50.55059117,50.51794178,50.49081864,50.46495429,50.44054545,50.41882672,50.40834712,50.40169849,50.38910079,50.37521299,50.36329759,50.35607767,50.34913359,50.34029048
Belgium,BEL,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.10529106,51.1020694,51.09899387,51.09465233,51.08874762,51.07953338,51.06983317,51.06007638,51.0486985,51.03506323,51.01795368,50.99856907,50.97646642,50.95095787,50.92300079,50.8926615,50.85959453,50.82142613,50.7830899,50.74760931,50.71003909,50.67243424,50.63653608,50.61030008,50.58909928
Benin,BEN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.50145174,50.46676121,50.43564447,50.40567573,50.37279748,50.33892538,50.30436172,50.29362216,50.28214377,50.24550285,50.21382772,50.18860696,50.16501671,50.1417074,50.11434902,50.08484071,50.05681666,50.03098479,50.00690492,49.98433617,49.963214,49.94383441,49.92711848,49.91333699,49.90366861
Burkina Faso,BFA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.86901127,50.81630519,50.76167511,50.70194822,50.63561424,50.56769106,50.50105321,50.44206499,50.39791169,50.37394269,50.36929737,50.3683637,50.36562677,50.35971063,50.34338507,50.32609815,50.30815348,50.28630434,50.26215665,50.23833101,50.222523,50.2126731,50.19844697,50.17938133,50.16638615
Bangladesh,BGD,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.93217413,48.96748545,49.00405344,49.05225836,49.11677536,49.19654488,49.28130811,49.37437599,49.49860313,49.63120508,49.7757117,49.90760415,49.98783452,50.04648095,50.09649673,50.14806875,50.19689596,50.24025661,50.27092228,50.29330575,50.32221484,50.35883613,50.38630798,50.4015426,50.42875668
Bulgaria,BGR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.74858259,51.79224584,51.81731434,51.83130758,51.83241983,51.82565376,51.81685008,51.80357664,51.78253101,51.75249238,51.71596082,51.67689514,51.63987122,51.60852325,51.58089692,51.56087866,51.54788819,51.53467803,51.52599892,51.52124045,51.5093016,51.49380393,51.49456777,51.50424028,51.50678573
Bahrain,BHR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,41.12618293,41.07967688,41.02541036,40.95927872,40.87561003,40.62198043,40.10949654,39.55235547,39.08150623,38.67934864,38.32860657,38.01185804,37.87310128,37.80848906,37.51337822,37.60166065,38.16772351,38.20761712,37.7846163,37.38497317,37.33820108,37.53068556,37.70224621,37.90263554,38.0397668
"Bahamas, The",BHS,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.04217528,51.07221362,51.11656729,51.16768701,51.21316639,51.26178026,51.31205023,51.35881128,51.40927342,51.46980703,51.5359914,51.5960843,51.66045136,51.72562508,51.77445486,51.81978478,51.86453919,51.90872352,51.95668424,52.0096737,52.06441307,52.11156895,52.14763169,52.1880041,52.23789221
Bosnia and Herzegovina,BIH,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.25340852,51.23084102,51.22030938,51.21541899,51.20104992,51.18918235,51.19386125,51.20305146,51.21456273,51.21752769,51.21392953,51.21361614,51.21437763,51.21323209,51.21596223,51.19225422,51.12859794,51.05679841,50.98891521,50.9299491,50.87724613,50.82873832,50.79404063,50.77358425,50.77160351
Belarus,BLR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,53.35927726,53.39111276,53.41664389,53.43573492,53.45825932,53.48737587,53.51558125,53.54594585,53.57584534,53.59645332,53.61554241,53.64037333,53.67326909,53.71614511,53.74833823,53.75942988,53.76526024,53.76827372,53.76924036,53.77634613,53.7899458,53.81739309,53.85993394,53.90554372,53.95609669
Belize,BLZ,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.39908496,49.42144002,49.44385747,49.48488513,49.5443128,49.60567883,49.66853833,49.7291128,49.78682432,49.84268423,49.89678445,49.94827658,49.9453596,49.89045269,49.83934563,49.78995497,49.74640612,49.71364739,49.68895737,49.66892896,49.65293954,49.64109022,49.65828609,49.69614855,49.72586312
Bermuda,BMU,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.16578387,51.2274315,51.27829105,51.30741706,51.32042679,51.31107127,51.29901179,51.30481742,51.3229023,51.35062385,51.37373929,51.36773318,51.36570681,51.36858011,51.3687854,51.37624791,51.38189567,51.37463575,51.40800406,51.47688661,51.53922386,51.61098226,51.68121691,51.75975695,51.81197806
Bolivia,BOL,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.57478815,49.53085963,49.49354425,49.48231689,49.49537575,49.51036602,49.5248679,49.53834693,49.552059,49.5656849,49.5798987,49.59517245,49.61129854,49.62786567,49.64509389,49.66300546,49.68052999,49.69733776,49.7140153,49.73094826,49.74784406,49.76447518,49.79729665,49.84427299,49.88295262
Brazil,BRA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.42103299,50.43906671,50.46199626,50.48971062,50.51794086,50.54538462,50.57244955,50.59795607,50.62121214,50.6429977,50.66247841,50.68009674,50.697681,50.71480276,50.73106374,50.74632278,50.75918739,50.77266259,50.79058413,50.80835871,50.82260838,50.83653646,50.85314002,50.87335067,50.89345165
Barbados,BRB,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,52.04785277,52.05738729,52.06625935,52.08439315,52.10823591,52.1344005,52.16327443,52.19332262,52.22668023,52.25718749,52.2794212,52.30193834,52.29823342,52.26690286,52.23880057,52.21353367,52.19014534,52.16895675,52.14983725,52.13065078,52.11235377,52.09401099,52.07290527,52.05049787,52.03543594
Brunei Darussalam,BRN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,47.17071891,47.24609763,47.31886705,47.38692524,47.45685152,47.53237583,47.60653718,47.67491008,47.7401236,47.80355276,47.86513698,47.92562854,47.98499191,48.0276758,48.05328625,48.07725005,48.09987136,48.12130876,48.1424621,48.16396917,48.18547737,48.20773066,48.2309129,48.25662984,48.28419473
Bhutan,BTN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.34880812,48.21292842,47.91700371,47.63309097,47.36127085,47.10105306,46.85418721,46.69896868,46.67869768,46.70972134,46.73592978,46.75695665,46.77399237,46.7878166,46.80029675,46.81234042,46.82389113,46.8317202,46.83185709,46.8551991,46.9057704,46.95443014,47.00274173,47.05139385,47.09855519
Botswana,BWA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.60865592,51.54390213,51.47954383,51.41702565,51.35639202,51.29705949,51.23821665,51.18060109,51.11665657,51.0457926,50.97767172,50.91866899,50.87012063,50.83641942,50.81416275,50.79787018,50.78747961,50.77154797,50.74905969,50.72498584,50.69451895,50.66599939,50.6476982,50.63654588,50.62126088
Canada,CAN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.50387443,50.50250038,50.48656578,50.46544077,50.45258987,50.44864791,50.44476835,50.43804125,50.43428648,50.43733641,50.44045432,50.44078069,50.44057117,50.43317367,50.41443706,50.39494844,50.38536792,50.38388704,50.38072709,50.36748022,50.3426384,50.32020982,50.31093831,50.3079543,50.30386047
Switzerland,CHE,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.1607194,51.14579573,51.13328921,51.13302788,51.11516832,51.08571058,51.05713188,51.02591596,50.99235988,50.9328281,50.84966684,50.79255612,50.75295608,50.70934304,50.66070199,50.60789156,50.56388225,50.52382762,50.4668515,50.42460754,50.41462533,50.40322599,50.38550749,50.36488918,50.34095413
Channel Islands,CHI,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.62990341,51.57964519,51.53675691,51.48859248,51.42321308,51.36374055,51.31070363,51.25361492,51.20473208,51.16757166,51.12962531,51.0961983,51.07147636,51.04930996,51.02572185,50.99095716,50.95734962,50.92299155,50.89695274,50.8576755,50.76289325,50.65020158,50.56629576,50.52002502,50.50264246
Chile,CHL,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.29933168,50.30552021,50.31425307,50.32478144,50.33559134,50.34504454,50.35418355,50.36316149,50.36734656,50.36843297,50.37086781,50.37380639,50.37696065,50.37838661,50.37885692,50.38150649,50.38448909,50.38675725,50.38710998,50.38059834,50.3712279,50.3641879,50.36372722,50.36715911,50.3689884
China,CHN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.90514516,48.88958468,48.87217412,48.86083711,48.85465424,48.84893288,48.84339349,48.83808341,48.8324697,48.82719789,48.8224646,48.81775096,48.81440014,48.81291466,48.81249852,48.81366381,48.81696028,48.82311995,48.83230987,48.84683246,48.86573458,48.88527326,48.91020114,48.94075358,48.96903717
Cote d'Ivoire,CIV,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.50733306,49.54688315,49.58542043,49.61984215,49.6194306,49.585766,49.54627156,49.50029296,49.45033935,49.39828033,49.34710251,49.2987539,49.25216058,49.24480522,49.27411708,49.3021446,49.32904207,49.35517578,49.3793824,49.40286983,49.42591563,49.44793491,49.47140418,49.49563926,49.51954405
Cameroon,CMR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.39546689,50.3862957,50.37709734,50.36661442,50.35421254,50.34002624,50.32637975,50.31249184,50.29821141,50.28460104,50.27145593,50.25852421,50.24598507,50.23369748,50.22090856,50.20780433,50.1954274,50.18455505,50.17245967,50.15887022,50.14810334,50.13839511,50.13180471,50.12898812,50.12447278
"Congo, Dem. Rep.",COD,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.51516788,50.54900945,50.56373563,50.55936979,50.55498259,50.54993137,50.54015729,50.52721344,50.51430561,50.50078437,50.48737084,50.47684751,50.4675819,50.4574843,50.44706975,50.43723579,50.42866901,50.42101072,50.4139254,50.40589727,50.39802851,50.39266512,50.38836049,50.38814581,50.39094048
"Congo, Rep.",COG,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.59656145,50.57250422,50.52686158,50.47913387,50.4403874,50.40101873,50.36000443,50.32069198,50.28367647,50.25062375,50.22185533,50.19458662,50.17161332,50.15391945,50.13713447,50.12323775,50.11265231,50.10030831,50.08934176,50.08156481,50.07246747,50.06484784,50.0619939,50.05944337,50.05714837
Colombia,COL,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.30007315,50.32616922,50.35109786,50.37475267,50.39669947,50.41615715,50.43374193,50.45020788,50.4672233,50.48578528,50.50446633,50.52126401,50.53579173,50.55011599,50.5652574,50.58086294,50.59641333,50.61012873,50.6194343,50.62306947,50.62387472,50.62645796,50.63958328,50.66588294,50.69669745
Comoros,COM,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.23461166,50.2685001,50.30646958,50.32725321,50.33118861,50.3360637,50.30645922,50.23967281,50.18092872,50.12733041,50.0776844,50.03369687,49.99527456,49.96276514,49.93565144,49.91399685,49.89770673,49.88701973,49.88167219,49.86201265,49.82745362,49.79354881,49.77424004,49.77002891,49.76445253
Cabo Verde,CPV,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.59127152,51.54539207,51.44167716,51.28294825,51.13084308,50.9865879,50.8501119,50.71860917,50.59071848,50.46965425,50.35251285,50.2366001,50.19416284,50.21752689,50.22590023,50.23206282,50.24428834,50.25463357,50.2618223,50.26444631,50.26523016,50.26705717,50.2703213,50.27512013,50.28062089
Costa Rica,CRI,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.65045725,49.66168815,49.67306185,49.68193205,49.69020936,49.69927971,49.70885064,49.71909598,49.7317602,49.74537271,49.75884739,49.77312707,49.78592686,49.79691987,49.80780489,49.81925416,49.83254505,49.84785226,49.86478821,49.88109355,49.89872507,49.9191666,49.94008516,49.96580297,49.99429628
Cuba,CUB,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.69473682,49.74816835,49.80238688,49.85733622,49.90794581,49.94094676,49.96133732,49.98168256,50.00151857,50.02035957,50.03820741,50.05520161,50.07112669,50.08596557,50.10243791,50.12050881,50.13853657,50.15807026,50.18118478,50.20869491,50.23800688,50.26567381,50.29671619,50.34583079,50.38709205
Curacao,CUW,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,53.28537005,53.45093577,53.60759136,53.69868663,53.71829512,53.73983285,53.78162845,53.83429646,53.90073765,53.97090436,54.03817915,54.10547099,54.17681014,54.25570737,54.20987142,54.05149998,53.93066508,53.84438469,53.7902881,53.75924069,52.4285142,51.71226315,52.12903089,52.08471246,52.05819118
Cayman Islands,CYM,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.93782986,50.94398747,50.91280448,50.8549715,50.79847371,50.74552004,50.70882834,50.67947867,50.64657409,50.60325901,50.56236919,50.50948633,50.44383622,50.32076696,50.14421386,49.98969285,49.87659296,49.80873734,49.76949643,49.74284771,49.71641699,49.67036623,49.57584942,49.51567453,49.5386138
Cyprus,CYP,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.47346555,49.50869472,49.54267762,49.5755729,49.60639141,49.63602739,49.66672688,49.69625731,49.72494832,49.75346247,49.78231218,49.81241685,49.8450897,49.86987877,49.88007498,49.88474405,49.88857217,49.89067448,49.89544037,49.90331173,49.90363717,49.90080043,49.90598261,49.91480387,49.91761807
Czechia,CZE,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.34529176,51.32951064,51.31387211,51.28760944,51.2498425,51.21174414,51.17459811,51.13623751,51.09534718,51.05615502,51.01701263,50.97641321,50.93640564,50.90827989,50.89546112,50.89191627,50.88032136,50.85449189,50.827554,50.80165279,50.77626634,50.75130938,50.74059299,50.75110237,50.73871835
Germany,DEU,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.38511996,51.37350317,51.36820669,51.3662564,51.36259062,51.35433338,51.34103004,51.31870756,51.28278456,51.23526569,51.17672203,51.10994422,51.04073786,50.97155512,50.90327598,50.83770635,50.78011687,50.73256168,50.6995719,50.67942542,50.66772022,50.6620611,50.65886196,50.65974768,50.6580551
Djibouti,DJI,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.30823692,50.29365932,50.28051313,50.26636533,50.25249357,50.24162617,50.23296223,50.22801648,50.22510263,50.22399549,50.22539716,50.22500203,50.22612079,50.22966212,50.23572326,50.24167664,50.25078684,50.26310324,50.27348839,50.28594555,50.30032217,50.31378201,50.33096181,50.35172316,50.37110262
Dominica,DMA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.12910151,50.08297185,50.05852574,50.02421023,49.95898157,49.89187926,49.81479861,49.7335236,49.68141747,49.64740095,49.6045477,49.55732915,49.50621773,49.4966687,49.53983277,49.51684854,49.65187182,49.79930578,49.79664645,49.86151158,49.94140322,50.05740046,50.15903882,50.23062476,50.28664916
Denmark,DNK,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.60496411,50.58764771,50.56829172,50.55091192,50.53287069,50.51704345,50.50698115,50.49679811,50.4846035,50.47038883,50.45505421,50.44053581,50.42538538,50.4110641,50.39611966,50.37985845,50.36405527,50.34735309,50.32873612,50.31114025,50.29514352,50.28009561,50.26674318,50.25560961,50.24860339
Dominican Republic,DOM,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.59840022,49.4864216,49.37892755,49.27439486,49.23401107,49.25373201,49.27136377,49.289431,49.3096635,49.33335858,49.36096469,49.39225612,49.42632052,49.46176378,49.49727252,49.53200491,49.56531803,49.5967838,49.62625831,49.65433308,49.6820547,49.71081289,49.74861959,49.79054897,49.82321831
Algeria,DZA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.96448642,48.97924717,48.98977635,48.99887616,49.00544182,49.00730702,49.00632374,49.00453899,49.00289756,49.00378348,49.0055856,49.00863128,49.01143296,49.01375595,49.01850785,49.0242766,49.03083237,49.03737067,49.04150736,49.04454788,49.04810878,49.05347028,49.06317516,49.07587535,49.08553228
Ecuador,ECU,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.91077234,49.91534836,49.91975215,49.92372049,49.92725282,49.93064527,49.93417977,49.93830797,49.94346873,49.94981348,49.95726987,49.9652711,49.97291786,49.979052,49.98310824,49.98536856,49.98610101,49.98594706,49.98581169,49.98666223,49.98933336,49.99483387,50.02359768,50.06761815,50.08831732
"Egypt, Arab Rep.",EGY,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.40265255,49.38246524,49.36723858,49.35622777,49.34138091,49.32805335,49.32256313,49.32445032,49.33270222,49.34169825,49.3515321,49.36212022,49.37017616,49.36200935,49.35411599,49.36133704,49.36943577,49.37508109,49.38094803,49.39008572,49.40199448,49.41291867,49.41856956,49.42413925,49.43279672
Eritrea,ERI,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.85581635,51.06563739,51.18752298,51.15220719,51.104135,51.05084439,51.00016648,50.96845323,50.94481324,50.92099975,50.88640915,50.85473273,50.82988455,50.80852483,50.79185979,50.77462552,50.76317353,50.75520822,50.74503304,50.7331172,50.71762891,50.70163695,50.68678027,50.67165482,50.65520604
Spain,ESP,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.02621485,51.02259047,51.01796194,51.01457656,50.96670243,50.88500026,50.79965706,50.71049638,50.65055399,50.58827583,50.53842428,50.54859656,50.58879467,50.63481035,50.69928443,50.77487274,50.83285105,50.87078465,50.90428991,50.93945003,50.96769337,50.98182586,50.9905591,50.99342166,50.98878584
Estonia,EST,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,53.45049098,53.4133287,53.39088553,53.40999067,53.44472318,53.47401982,53.49744583,53.50795992,53.51044658,53.51685174,53.50277597,53.46221054,53.41714638,53.37520877,53.34093909,53.297086,53.24276583,53.17782509,53.1013902,52.99233653,52.84937844,52.71472805,52.62380364,52.57239966,52.5232606
Ethiopia,ETH,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.92282356,49.89749081,49.86658957,49.82527982,49.78933062,49.75909417,49.73163048,49.70823006,49.68930137,49.6757904,49.6685051,49.66630794,49.66651292,49.66603963,49.66665883,49.67055149,49.67620905,49.68331463,49.69425954,49.70436224,49.71361594,49.72385703,49.73454042,49.74901612,49.76478102
Finland,FIN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.24514315,51.22318479,51.19603942,51.16653772,51.13490838,51.1045007,51.08234457,51.06423455,51.04593382,51.02264474,50.98732438,50.9562328,50.93043033,50.90218082,50.8746349,50.8448443,50.81689078,50.78587109,50.74094408,50.69629675,50.66231091,50.63405353,50.60975125,50.59555722,50.58780002
Fiji,FJI,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.19521787,49.17429945,49.15298213,49.13100842,49.10900339,49.08517475,49.05941428,49.0334578,49.00615231,48.97434228,48.99083449,49.0606102,49.13204054,49.20400064,49.27463534,49.34430124,49.41522129,49.48844309,49.55970953,49.62813609,49.69782241,49.76771026,49.81877878,49.85085604,49.86480469
France,FRA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.47606392,51.48555133,51.49376244,51.50307791,51.51265598,51.51994043,51.52933603,51.54181339,51.5536461,51.56594289,51.57739725,51.58697809,51.59627738,51.60607996,51.61359624,51.61892648,51.62498038,51.63022922,51.63446575,51.6374978,51.64009171,51.64383767,51.64988931,51.65886726,51.67472918
Faroe Islands,FRO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.28262565,48.29546712,48.28515112,48.26900205,48.21737552,48.16213707,48.11102544,48.06485681,48.05538882,48.0821323,48.0923757,48.06830618,48.07064656,48.11102385,48.16291949,48.22380107,48.31115238,48.35914454,48.34343434,48.32172009,48.27004219,48.24210058,48.24000763,48.23120119,48.23507252
"Micronesia, Fed. Sts.",FSM,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.43360322,49.54410565,49.59224413,49.57926895,49.55353954,49.53624614,49.52619394,49.52586984,49.5417086,49.55538108,49.56303356,49.57355286,49.57894933,49.57872589,49.58237859,49.58613006,49.59183299,49.60168826,49.61382761,49.62419632,49.63805678,49.65657799,49.67976736,49.70609294,49.73284048
Gabon,GAB,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.33467457,50.28909607,50.24239258,50.1916439,50.13468029,50.07428914,50.00620982,49.92542958,49.83374752,49.73234807,49.62611986,49.51606914,49.39989071,49.27983075,49.16080699,49.05126941,48.96476863,48.91331943,48.89713672,48.91162804,48.9433452,48.97758813,49.01702149,49.06788417,49.1206333
United Kingdom,GBR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.32847674,51.30305341,51.27524716,51.24652711,51.21455247,51.17829819,51.1409414,51.10392879,51.06742517,51.0307232,50.99154709,50.95448547,50.91979468,50.88525234,50.84875929,50.8111662,50.77669721,50.74220885,50.70853105,50.67808269,50.64985105,50.62485307,50.60745928,50.59739639,50.58361903
